name,email,annual_revenue,plan_type,tenure_months,monthly_charges,has_dedicated_csm,csm_name,csm_email,days_since_last_login,events_per_month_trend,support_ticket_velocity,churn_probability,risk_tier,churn_drivers,intervention_status
NovaSeat-0318-ZOPWS,0318-zopws@example.com,241.8,Enterprise,49,20.15,False,,,10,Declining,0.73,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-4445-ZJNMU,4445-zjnmu@example.com,1191.6,Starter,9,99.3,False,,,15,Stable,1.13,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4808-YNLEU,4808-ynleu@example.com,745.8,Pro,35,62.15,False,,,9,Declining,1.45,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8461}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-1862-QRWPE,1862-qrwpe@example.com,247.8,Enterprise,48,20.65,False,,,16,Increasing,0.58,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2796-NNUFI,2796-nnufi@example.com,239.4,Enterprise,46,19.95,False,,,18,Stable,0.61,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3016-KSVCP,3016-ksvcp@example.com,405.0,Starter,29,33.75,False,,,1,Increasing,1.34,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4767-HZZHQ,4767-hzzhq@example.com,984.6,Starter,30,82.05,False,,,23,Increasing,0.61,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2424-WVHPL,2424-wvhpl@example.com,896.4,Starter,1,74.7,True,,,22,Stable,0.54,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7233-PAHHL,7233-pahhl@example.com,1008.0,Enterprise,66,84.0,True,,,1,Stable,0.85,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6067-NGCEU,6067-ngceu@example.com,1332.6,Starter,65,111.05,False,,,5,Increasing,0.97,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9848-JQJTX,9848-jqjtx@example.com,1210.8,Enterprise,72,100.9,False,,,30,Increasing,1.07,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8637-XJIVR,8637-xjivr@example.com,947.4,Starter,12,78.95,False,,,21,Declining,3.98,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-9803-FTJCG,9803-ftjcg@example.com,802.2,Pro,71,66.85,True,,,7,Stable,1.41,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0278-YXOOG,0278-yxoog@example.com,252.6,Starter,5,21.05,False,,,86,Stable,2.88,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-3212-KXOCR,3212-kxocr@example.com,252.0,Enterprise,52,21.0,False,,,28,Stable,1.48,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7407}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-4598-XLKNJ,4598-xlknj@example.com,1182.0,Starter,25,98.5,False,,,48,Declining,3.92,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6380-ARCEH,6380-arceh@example.com,242.4,Starter,1,20.2,False,,,25,Increasing,0.58,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.938}, {""driver"": ""days_since_last_login"", ""impact"": -0.8201}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3679-XASPY,3679-xaspy@example.com,233.4,Starter,1,19.45,False,,,13,Increasing,1.46,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7123-WQUHX,7123-wquhx@example.com,1140.0,Pro,38,95.0,True,,,24,Stable,0.5,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5386-THSLQ,5386-thslq@example.com,546.6,Pro,66,45.55,False,,,15,Increasing,1.28,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3192-NQECA,3192-nqeca@example.com,1320.0,Enterprise,68,110.0,True,,,51,Declining,3.11,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6180-YBIQI,6180-ybiqi@example.com,291.6,Starter,5,24.3,False,,,20,Declining,1.26,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-6728-DKUCO,6728-dkuco@example.com,1249.8,Pro,72,104.15,False,,,2,Stable,1.44,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9750-BOOHV,9750-boohv@example.com,361.8,Pro,32,30.15,False,,,21,Increasing,0.89,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8597-CWYHH,8597-cwyhh@example.com,1132.2,Pro,43,94.35,False,,,25,Increasing,0.74,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.938}, {""driver"": ""days_since_last_login"", ""impact"": -0.8201}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2848-YXSMW,2848-yxsmw@example.com,232.8,Enterprise,72,19.4,False,,,17,Declining,0.73,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-0486-HECZI,0486-heczi@example.com,1161.0,Starter,55,96.75,False,,,15,Declining,2.49,0.9995,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4549-ZDQYY,4549-zdqyy@example.com,695.4,Pro,52,57.95,True,,,5,Stable,0.67,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5712-AHQNN,5712-ahqnn@example.com,1099.8,Starter,43,91.65,False,,,22,Stable,1.17,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4846-WHAFZ,4846-whafz@example.com,918.0,Starter,37,76.5,False,,,41,Declining,2.52,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-5256-SKJGO,5256-skjgo@example.com,655.2,Enterprise,64,54.6,True,,,24,Increasing,0.82,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3071-VBYPO,3071-vbypo@example.com,1078.2,Starter,3,89.85,False,,,0,Stable,0.96,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9560-BBZXK,9560-bbzxk@example.com,372.6,Enterprise,36,31.05,False,,,20,Stable,1.04,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5299-RULOA,5299-ruloa@example.com,1203.0,Starter,10,100.25,False,,,65,Declining,3.46,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-8402-OOOHJ,8402-ooohj@example.com,247.8,Enterprise,41,20.65,False,,,9,Stable,1.21,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9445-ZUEQE,9445-zueqe@example.com,1022.4,Starter,27,85.2,True,,,26,Increasing,1.38,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9255}, {""driver"": ""days_since_last_login"", ""impact"": -0.7689}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1091-SOZGA,1091-sozga@example.com,1197.6,Pro,56,99.8,False,,,5,Stable,0.78,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2928-HLDBA,2928-hldba@example.com,248.4,Starter,6,20.7,False,,,22,Increasing,0.68,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0404-SWRVG,0404-swrvg@example.com,892.8,Starter,3,74.4,False,,,29,Declining,2.52,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.9594}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}, {""driver"": ""tenure_months"", ""impact"": 0.0838}]",None
NovaSeat-6497-TILVL,6497-tilvl@example.com,608.4,Starter,7,50.7,False,,,3,Increasing,0.68,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7219-TLZHO,7219-tlzho@example.com,250.2,Starter,4,20.85,False,,,27,Stable,0.54,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8971}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4622-YNKIJ,4622-ynkij@example.com,1067.4,Enterprise,33,88.95,True,,,12,Increasing,1.12,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4412-YLTKF,4412-yltkf@example.com,936.6,Starter,27,78.05,False,,,27,Increasing,2.26,0.9994,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.1542}, {""driver"": ""days_since_last_login"", ""impact"": -0.4138}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-6734-PSBAW,6734-psbaw@example.com,282.6,Enterprise,72,23.55,False,,,30,Increasing,0.67,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3930-ZGWVE,3930-zgwve@example.com,237.0,Starter,1,19.75,False,,,26,Declining,1.48,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7839}, {""driver"": ""days_since_last_login"", ""impact"": -0.7515}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-2639-UGMAZ,2639-ugmaz@example.com,677.4,Pro,71,56.45,False,,,7,Stable,0.79,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2876-GZYZC,2876-gzyzc@example.com,1031.4,Starter,13,85.95,False,,,25,Increasing,1.4,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.938}, {""driver"": ""days_since_last_login"", ""impact"": -0.8201}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6207-WIOLX,6207-wiolx@example.com,703.2,Starter,25,58.6,False,,,80,Declining,3.72,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-8587-XYZSF,8587-xyzsf@example.com,606.6,Enterprise,67,50.55,True,,,2,Declining,1.32,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-3091-FYHKI,3091-fyhki@example.com,425.4,Starter,1,35.45,False,,,59,Declining,2.97,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2372-HWUHI,2372-hwuhi@example.com,532.2,Starter,2,44.35,False,,,76,Declining,3.6,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7799-LGRDP,7799-lgrdp@example.com,308.4,Enterprise,43,25.7,False,,,11,Increasing,1.23,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7850-VWJUU,7850-vwjuu@example.com,900.0,Starter,23,75.0,False,,,1,Stable,1.39,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3774-VBNXY,3774-vbnxy@example.com,242.4,Enterprise,64,20.2,False,,,23,Increasing,0.66,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6217-KDYWC,6217-kdywc@example.com,235.2,Enterprise,57,19.6,False,,,13,Stable,1.23,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0390-DCFDQ,0390-dcfdq@example.com,845.4,Starter,1,70.45,False,,,58,Stable,1.85,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-3146-MSEGF,3146-msegf@example.com,1056.6,Enterprise,72,88.05,True,,,22,Increasing,1.25,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4080-OGPJL,4080-ogpjl@example.com,853.8,Starter,8,71.15,True,,,76,Declining,1.61,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-1095-WGNGG,1095-wgngg@example.com,1212.6,Enterprise,61,101.05,False,,,4,Increasing,0.53,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2636-SJDOU,2636-sjdou@example.com,1011.6,Pro,64,84.3,False,,,8,Stable,0.68,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1131-QQZEB,1131-qqzeb@example.com,287.4,Enterprise,71,23.95,False,,,20,Stable,0.97,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5716-EZXZN,5716-ezxzn@example.com,1188.6,Enterprise,65,99.05,True,,,10,Stable,1.43,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9022}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6837-BJYDQ,6837-bjydq@example.com,235.2,Pro,3,19.6,False,,,4,Stable,0.84,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2135-RXIHG,2135-rxihg@example.com,547.8,Starter,1,45.65,False,,,17,Declining,2.09,0.9996,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6440-DKQGE,6440-dkqge@example.com,774.0,Pro,30,64.5,False,,,26,Stable,0.51,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9255}, {""driver"": ""days_since_last_login"", ""impact"": -0.7689}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3466-BYAVD,3466-byavd@example.com,834.0,Starter,15,69.5,True,,,16,Increasing,1.21,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3780-YVMFA,3780-yvmfa@example.com,822.6,Starter,8,68.55,True,,,1,Increasing,1.1,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
